Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match
viewed locally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,viewed locally,en,2124,exact
machine learning and cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning and cloud,en,2124,exact
free cloud gpu for students,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free cloud gpu for students,en,2124,exact
group,1.06,1.0,1.11,100,17.56,19.31,15.8,0.14,0.16,0.13,2.51,2.76,2.26,3.31,3.65,2.98,group,en,2124,exact
requested,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,requested,en,2124,exact
desktop ai,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,desktop ai,en,2124,exact
hook,1.06,1.0,1.11,100,16.32,17.95,14.68,0.12,0.13,0.11,1.96,2.16,1.77,4.97,5.47,4.47,hook,en,2124,exact
performed,1.06,1.0,1.11,100,1.07,1.18,0.96,0.03,0.03,0.02,0.03,0.03,0.03,0.45,0.5,0.41,performed,en,2124,exact
culture,1.08,1.0,1.17,100,57.61,63.37,51.85,0.55,0.6,0.49,31.53,34.68,28.38,63.86,70.25,57.48,culture,en,2124,exact
series object detector,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,series object detector,en,2124,exact
gpu cloud trial,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu cloud trial,en,2124,exact
quality trained,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quality trained,en,2124,exact
gaps dec,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaps dec,en,2124,exact
connections,1.06,1.0,1.11,100,11.18,12.3,10.06,0.09,0.1,0.08,1.06,1.16,0.95,2.86,3.15,2.58,connections,en,2124,exact
managable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,managable,en,2124,exact
filtering,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,filtering,en,2124,exact
optional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optional,en,2124,exact
implementations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implementations,en,2124,exact
parallelism,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parallelism,en,2124,exact
converge,1.06,1.0,1.11,100,3.99,4.39,3.59,0.01,0.02,0.01,0.06,0.06,0.05,0.45,0.5,0.41,converge,en,2124,exact
based calculated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,based calculated,en,2124,exact
focus,1.19,1.07,1.31,100,52.34,57.57,47.1,0.47,0.51,0.42,24.39,26.83,21.95,42.63,46.89,38.36,focus,en,2124,exact
account,1.06,1.0,1.12,100,14.76,16.24,13.28,1.85,2.03,1.66,27.31,30.04,24.58,46.39,51.03,41.75,account,en,2124,exact
dillon min,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dillon min,en,2124,exact
day,1.06,1.0,1.11,100,21.47,23.61,19.32,0.01,0.01,0.01,0.14,0.15,0.12,0.45,0.5,0.41,day,en,2124,exact
big,1.06,1.0,1.11,100,22.64,24.91,20.38,0.05,0.05,0.04,1.1,1.21,0.99,0.45,0.5,0.41,big,en,2124,exact
deep learning desktop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning desktop,en,2124,exact
automatic differentiation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automatic differentiation,en,2124,exact
coordinates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coordinates,en,2124,exact
paperspace deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace deep learning,en,2124,exact
class codes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class codes,en,2124,exact
trees,1.13,1.02,1.25,100,15.82,17.4,14.24,0.15,0.16,0.13,2.33,2.56,2.09,4.52,4.97,4.07,trees,en,2124,exact
grid,1.06,1.0,1.11,100,9.07,9.98,8.17,0.0,0.0,0.0,0.04,0.04,0.03,0.45,0.5,0.41,grid,en,2124,exact
build deep learning machine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,build deep learning machine,en,2124,exact
cloud virtual machine,3.7,3.33,4.07,100,57.33,63.06,51.59,0.02,0.02,0.02,1.18,1.3,1.06,2.71,2.98,2.44,cloud virtual machine,en,2124,exact
activity,1.11,1.0,1.22,100,15.08,16.59,13.57,0.36,0.4,0.33,5.47,6.02,4.92,8.28,9.11,7.46,activity,en,2124,exact
writing chain derivatives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,writing chain derivatives,en,2124,exact
deliver,1.06,1.0,1.11,100,19.31,21.24,17.38,0.08,0.09,0.07,1.58,1.74,1.42,3.01,3.31,2.71,deliver,en,2124,exact
collection,1.06,1.0,1.11,100,6.15,6.76,5.53,0.1,0.11,0.09,0.6,0.66,0.54,2.11,2.32,1.9,collection,en,2124,exact
repository,1.06,1.0,1.11,100,17.18,18.89,15.46,0.0,0.0,0.0,0.07,0.07,0.06,0.45,0.5,0.41,repository,en,2124,exact
differential,1.06,1.0,1.11,100,24.44,26.88,21.99,0.02,0.02,0.02,0.49,0.53,0.44,1.66,1.82,1.49,differential,en,2124,exact
paperspace download,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace download,en,2124,exact
discussion,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussion,en,2124,exact
changes,1.06,1.0,1.11,100,7.01,7.72,6.31,0.13,0.15,0.12,0.93,1.02,0.83,2.71,2.98,2.44,changes,en,2124,exact
educator,1.06,1.0,1.11,100,14.7,16.17,13.23,0.06,0.07,0.06,0.95,1.04,0.85,1.81,1.99,1.63,educator,en,2124,exact
lawfulness,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawfulness,en,2124,exact
learns,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learns,en,2124,exact
build basic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,build basic,en,2124,exact
based model generates data,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,based model generates data,en,2124,exact
convolutional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,convolutional,en,2124,exact
understanding,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understanding,en,2124,exact
ideas shared papers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ideas shared papers,en,2124,exact
cloud desktop pc,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud desktop pc,en,2124,exact
models paperspace,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,models paperspace,en,2124,exact
result,1.06,1.0,1.11,100,1.27,1.4,1.15,0.06,0.07,0.06,0.08,0.09,0.07,0.9,0.99,0.81,result,en,2124,exact
recognition,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recognition,en,2124,exact
infrastructure,1.26,1.14,1.39,100,20.08,22.09,18.07,0.02,0.02,0.02,0.41,0.45,0.37,1.81,1.99,1.63,infrastructure,en,2124,exact
college,1.19,1.07,1.31,100,44.03,48.44,39.63,1.02,1.12,0.91,44.7,49.17,40.23,60.1,66.11,54.09,college,en,2124,exact
box templates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box templates,en,2124,exact
free gpu cloud deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free gpu cloud deep learning,en,2124,exact
machine learning build,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning build,en,2124,exact
work,1.08,1.0,1.17,100,10.29,11.32,9.26,0.21,0.24,0.19,2.2,2.42,1.98,7.83,8.62,7.05,work,en,2124,exact
calls,1.06,1.0,1.11,100,6.52,7.17,5.86,0.02,0.02,0.02,0.12,0.14,0.11,0.45,0.5,0.41,calls,en,2124,exact
custom architectures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,custom architectures,en,2124,exact
summarization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,summarization,en,2124,exact
paperspace p5000,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace p5000,en,2124,exact
progressively,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,progressively,en,2124,exact
scientists,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scientists,en,2124,exact
partner,1.06,1.0,1.11,100,15.7,17.27,14.13,0.27,0.29,0.24,4.19,4.61,3.77,13.56,14.91,12.2,partner,en,2124,exact
domains,2.72,2.45,3.0,100,50.11,55.12,45.1,6.68,7.34,6.01,334.6,368.06,301.14,139.93,153.92,125.93,domains,en,2124,exact
real,1.06,1.0,1.11,100,5.7,6.27,5.13,0.25,0.27,0.22,1.41,1.55,1.27,2.11,2.32,1.9,real,en,2124,exact
trying,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trying,en,2124,exact
repo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,repo,en,2124,exact
sized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sized,en,2124,exact
decisions,1.06,1.0,1.11,100,8.73,9.61,7.86,0.01,0.01,0.01,0.07,0.08,0.07,0.45,0.5,0.41,decisions,en,2124,exact
read,1.06,1.0,1.11,100,10.23,11.25,9.21,0.19,0.21,0.17,1.99,2.18,1.79,2.41,2.65,2.17,read,en,2124,exact
surface,1.11,1.0,1.22,100,29.95,32.94,26.95,22.41,24.65,20.17,671.04,738.14,603.93,259.52,285.47,233.57,surface,en,2124,exact
commit following,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,commit following,en,2124,exact
batches,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batches,en,2124,exact
measure,1.06,1.0,1.11,100,8.89,9.78,8.0,0.04,0.04,0.04,0.35,0.39,0.32,0.9,0.99,0.81,measure,en,2124,exact
factors,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,factors,en,2124,exact
mapping,1.28,1.15,1.41,100,23.27,25.59,20.94,0.95,1.05,0.86,22.15,24.36,19.93,33.44,36.78,30.09,mapping,en,2124,exact
origin,1.14,1.02,1.25,100,38.86,42.75,34.97,0.94,1.04,0.85,36.69,40.36,33.02,15.97,17.56,14.37,origin,en,2124,exact
possibilities,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,possibilities,en,2124,exact
designs,1.06,1.0,1.11,100,55.73,61.3,50.16,0.02,0.02,0.01,0.86,0.94,0.77,0.45,0.5,0.41,designs,en,2124,exact
makes possible build,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,makes possible build,en,2124,exact
measures formal languages,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,measures formal languages,en,2124,exact
existed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,existed,en,2124,exact
comparisons tooling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comparisons tooling,en,2124,exact
needed develop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,needed develop,en,2124,exact
word,1.06,1.0,1.11,100,13.45,14.79,12.1,228.08,250.88,205.27,3067.04,3373.75,2760.34,1777.18,1954.9,1599.47,word,en,2124,exact
featured schedule,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,featured schedule,en,2124,exact
mapped,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mapped,en,2124,exact
cheapest machine learning cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cheapest machine learning cloud,en,2124,exact
communicate,1.06,1.0,1.11,100,10.54,11.6,9.49,0.07,0.07,0.06,0.7,0.77,0.63,0.45,0.5,0.41,communicate,en,2124,exact
running machine learning on cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,running machine learning on cloud,en,2124,exact
state,1.06,1.0,1.11,100,14.67,16.13,13.2,0.01,0.01,0.01,0.14,0.16,0.13,0.45,0.5,0.41,state,en,2124,exact
configure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,configure,en,2124,exact
basic design,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basic design,en,2124,exact
categorizing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,categorizing,en,2124,exact
vdi,1.47,1.32,1.62,100,61.02,67.12,54.92,0.31,0.34,0.28,18.84,20.72,16.95,35.09,38.6,31.59,vdi,en,2124,exact
laptop,1.4,1.26,1.54,100,22.77,25.04,20.49,20.85,22.93,18.76,474.59,522.05,427.13,422.19,464.41,379.97,laptop,en,2124,exact
reasoning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reasoning,en,2124,exact
balances,1.06,1.0,1.11,100,18.6,20.46,16.74,0.06,0.06,0.05,1.08,1.19,0.97,2.26,2.49,2.03,balances,en,2124,exact
methods,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,methods,en,2124,exact
cpu encode,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpu encode,en,2124,exact
streaming,1.06,1.0,1.13,100,17.92,19.71,16.13,2.99,3.29,2.69,53.59,58.95,48.23,61.91,68.1,55.71,streaming,en,2124,exact
mar,1.06,1.0,1.11,100,47.4,52.14,42.66,0.0,0.0,0.0,0.08,0.09,0.07,0.45,0.5,0.41,mar,en,2124,exact
understand,1.06,1.0,1.11,100,4.45,4.89,4.0,0.18,0.2,0.17,0.82,0.9,0.74,2.41,2.65,2.17,understand,en,2124,exact
assignment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assignment,en,2124,exact
universe cosmic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,universe cosmic,en,2124,exact
plots,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,plots,en,2124,exact
equations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,equations,en,2124,exact
times faster feb,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,times faster feb,en,2124,exact
help center,1.66,1.5,1.83,100,39.17,43.09,35.26,0.49,0.54,0.45,19.39,21.32,17.45,10.09,11.1,9.08,help center,en,2124,exact
section package test,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section package test,en,2124,exact
easy created,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,easy created,en,2124,exact
shifting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shifting,en,2124,exact
gpu setting cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu setting cloud,en,2124,exact
delivery,1.1,1.0,1.19,100,32.43,35.67,29.18,3.63,3.99,3.26,117.63,129.39,105.87,151.98,167.17,136.78,delivery,en,2124,exact
paperspace virtual machine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace virtual machine,en,2124,exact
graph,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,graph,en,2124,exact
tokens machines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tokens machines,en,2124,exact
ensures,1.06,1.0,1.11,100,21.04,23.15,18.94,0.35,0.38,0.31,7.35,8.08,6.61,10.09,11.1,9.08,ensures,en,2124,exact
cheapest cloud gpu for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cheapest cloud gpu for deep learning,en,2124,exact
autoencoder,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autoencoder,en,2124,exact
story,1.06,1.0,1.11,100,14.6,16.06,13.14,0.96,1.05,0.86,13.97,15.37,12.57,22.29,24.52,20.06,story,en,2124,exact
thinking,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thinking,en,2124,exact
stated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stated,en,2124,exact
naturally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,naturally,en,2124,exact
paperspace gradient,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace gradient,en,2124,exact
producing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,producing,en,2124,exact
humanity team,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,humanity team,en,2124,exact
open,1.06,1.0,1.11,100,8.64,9.5,7.77,0.2,0.22,0.18,1.7,1.87,1.53,3.92,4.31,3.52,open,en,2124,exact
paperspace rdp,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace rdp,en,2124,exact
enable companies deliver,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enable companies deliver,en,2124,exact
modeling techniques,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modeling techniques,en,2124,exact
limiting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limiting,en,2124,exact
output,1.56,1.4,1.71,100,17.58,19.34,15.82,4.88,5.36,4.39,85.76,94.33,77.18,48.35,53.18,43.51,output,en,2124,exact
backward,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,backward,en,2124,exact
worked,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worked,en,2124,exact
earlier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,earlier,en,2124,exact
markdown,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,markdown,en,2124,exact
weeks important stories,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weeks important stories,en,2124,exact
machines check difference,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machines check difference,en,2124,exact
templates,1.06,1.0,1.11,100,28.5,31.35,25.65,1.45,1.6,1.31,41.33,45.46,37.2,32.99,36.28,29.69,templates,en,2124,exact
detectors,1.06,1.0,1.11,100,14.61,16.07,13.15,0.05,0.05,0.04,0.72,0.79,0.65,0.45,0.5,0.41,detectors,en,2124,exact
balance,1.06,1.0,1.11,100,16.14,17.76,14.53,0.63,0.69,0.56,10.12,11.14,9.11,24.25,26.68,21.83,balance,en,2124,exact
contained inside,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contained inside,en,2124,exact
core visualization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,core visualization,en,2124,exact
astrophysics,1.06,1.0,1.11,100,24.59,27.05,22.13,0.03,0.03,0.02,0.68,0.75,0.61,1.36,1.49,1.22,astrophysics,en,2124,exact
right,1.06,1.0,1.11,100,7.69,8.46,6.92,0.06,0.06,0.05,0.44,0.48,0.39,1.66,1.82,1.49,right,en,2124,exact
paths,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paths,en,2124,exact
rent gpu power,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent gpu power,en,2124,exact
dimensional,1.06,1.0,1.11,100,29.04,31.95,26.14,0.0,0.01,0.0,0.14,0.16,0.13,0.45,0.5,0.41,dimensional,en,2124,exact
view point,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,view point,en,2124,exact
exploration,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exploration,en,2124,exact
task,1.06,1.0,1.11,100,13.18,14.5,11.86,0.03,0.03,0.03,0.39,0.43,0.35,0.9,0.99,0.81,task,en,2124,exact
takes input random noise tries,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takes input random noise tries,en,2124,exact
developing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,developing,en,2124,exact
authentication,1.73,1.55,1.9,100,59.29,65.22,53.36,0.55,0.61,0.5,32.65,35.92,29.39,38.26,42.08,34.43,authentication,en,2124,exact
incredibly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,incredibly,en,2124,exact
presenting content,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,presenting content,en,2124,exact
introducing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introducing,en,2124,exact
shared,1.06,1.0,1.11,100,2.27,2.49,2.04,0.04,0.04,0.03,0.08,0.09,0.07,0.45,0.5,0.41,shared,en,2124,exact
areas,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,areas,en,2124,exact
sum products sop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sum products sop,en,2124,exact
share email continuing agree terms,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,share email continuing agree terms,en,2124,exact
liquidity,1.11,1.0,1.22,100,58.67,64.53,52.8,0.09,0.1,0.08,5.48,6.03,4.93,11.75,12.92,10.57,liquidity,en,2124,exact
issue,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,issue,en,2124,exact
snapshots,1.06,1.0,1.11,100,9.35,10.29,8.42,0.27,0.29,0.24,2.5,2.75,2.25,4.07,4.47,3.66,snapshots,en,2124,exact
word embeddings,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,word embeddings,en,2124,exact
engines,1.06,1.0,1.11,100,7.32,8.05,6.59,0.03,0.04,0.03,0.25,0.27,0.22,0.9,0.99,0.81,engines,en,2124,exact
cloud compute services for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud compute services for deep learning,en,2124,exact
systems,1.06,1.0,1.11,100,7.93,8.72,7.14,0.08,0.08,0.07,0.6,0.66,0.54,1.81,1.99,1.63,systems,en,2124,exact
collaboration,1.06,1.0,1.11,100,30.59,33.65,27.53,0.04,0.04,0.03,1.18,1.3,1.06,2.41,2.65,2.17,collaboration,en,2124,exact
feature maps helps,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feature maps helps,en,2124,exact
spark,1.71,1.54,1.88,100,54.39,59.83,48.95,2.7,2.97,2.43,146.8,161.48,132.12,280.16,308.17,252.14,spark,en,2124,exact
sensing,1.06,1.0,1.11,100,57.63,63.39,51.87,0.02,0.02,0.02,1.13,1.25,1.02,1.36,1.49,1.22,sensing,en,2124,exact
issues,1.06,1.0,1.11,100,1.98,2.18,1.79,0.03,0.03,0.02,0.05,0.06,0.05,0.45,0.5,0.41,issues,en,2124,exact
identifier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identifier,en,2124,exact
processes train neural,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processes train neural,en,2124,exact
performances,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performances,en,2124,exact
ends,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ends,en,2124,exact
cloud desktop linux,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud desktop linux,en,2124,exact
obtained,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,obtained,en,2124,exact
recently product release notes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recently product release notes,en,2124,exact
contained free,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contained free,en,2124,exact
sunil,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunil,en,2124,exact
add,1.09,1.0,1.18,100,8.58,9.44,7.72,5.44,5.99,4.9,46.7,51.37,42.03,109.65,120.62,98.69,add,en,2124,exact
interested detailed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interested detailed,en,2124,exact
option,1.06,1.0,1.11,100,11.03,12.13,9.93,0.13,0.15,0.12,1.47,1.62,1.32,1.66,1.82,1.49,option,en,2124,exact
parallels,1.65,1.49,1.82,100,16.22,17.85,14.6,9.08,9.99,8.17,147.29,162.02,132.56,93.54,102.89,84.18,parallels,en,2124,exact
chromebook,2.48,2.24,2.73,100,35.68,39.25,32.12,95.47,105.02,85.93,3406.88,3747.56,3066.19,1559.23,1715.16,1403.31,chromebook,en,2124,exact
project,1.75,1.58,1.93,100,54.12,59.53,48.71,0.38,0.41,0.34,20.35,22.38,18.31,35.85,39.43,32.26,project,en,2124,exact
free gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free gpu,en,2124,exact
hooks,1.06,1.0,1.12,100,31.04,34.14,27.93,1.44,1.59,1.3,44.73,49.21,40.26,47.3,52.02,42.57,hooks,en,2124,exact
nov,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov,en,2124,exact
input random numbers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,input random numbers,en,2124,exact
figure,2.02,1.82,2.22,100,14.67,16.13,13.2,0.02,0.02,0.02,0.31,0.34,0.28,0.9,0.99,0.81,figure,en,2124,exact
results,1.06,1.0,1.11,100,1.19,1.31,1.07,0.3,0.33,0.27,0.36,0.39,0.32,4.07,4.47,3.66,results,en,2124,exact
interested,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interested,en,2124,exact
best cloud gpu for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,best cloud gpu for deep learning,en,2124,exact
